year,road_section,section_length_km,adu,sdu,vdu,thousand_vehicle_km
2007,1-u2,10.82,223.0,387.0,111.0,880.694
2007,1-u3,9.39,247.0,425.0,123.0,846.555
2007,1-u4,12.22,250.0,407.0,141.0,1115.075
2007,1-u5,12.9,255.0,406.0,130.0,1200.668
2007,1-u6,7.97,286.0,454.0,146.0,831.988
2007,1-u7,10.26,304.0,517.0,161.0,1138.45
2007,1-u8,7.98,269.0,429.0,138.0,783.516
2007,1-u9,13.0,242.0,387.0,123.0,1148.29
2007,1-v0,7.65,233.0,433.0,85.0,650.594
2007,1-v1,7.59,233.0,433.0,85.0,645.492
2007,1-v2,13.26,232.0,434.0,99.0,1122.857
2007,1-v3,11.24,229.0,361.0,122.0,939.495
2007,1-v4,10.23,324.0,565.0,165.0,1209.8
2007,1-v5,9.97,372.0,645.0,191.0,1353.727
2007,1-v6,6.67,415.0,677.0,235.0,1010.338
2007,1-v7,3.28,933.0,1244.0,729.0,1116.666
2007,1-v8,8.58,551.0,870.0,324.0,1725.377
2007,1-v9,15.33,378.0,710.0,134.0,2115.08
2007,1-x0,14.4,315.0,580.0,135.0,1655.64
2007,1-x1,10.48,343.0,646.0,121.0,1312.044
2007,1-x2,11.19,342.0,645.0,119.0,1396.848
2007,1-x3,11.74,327.0,611.0,115.0,1401.228
2007,1-x4,10.83,327.0,614.0,115.0,1292.615
2007,1-x5,8.38,309.0,589.0,121.0,945.138
2007,1-x6,12.34,353.0,663.0,124.0,1589.947
2007,1-x7,9.1,367.0,690.0,128.0,1218.991
2007,1-x8,8.76,342.0,652.0,132.0,1093.511
2007,1-x9,5.0,326.0,666.0,94.0,594.95
2007,1-y0,10.23,314.0,615.0,106.0,1172.46
2007,1-y1,13.98,310.0,611.0,110.0,1581.837
2007,1-y2,1.46,310.0,611.0,110.0,165.199
2007,201-01,3.59,18.0,27.0,11.0,23.586
2007,202-01,2.65,2.0,3.0,1.0,1.935
2007,2027-01,0.37,23.0,36.0,8.0,3.106
2007,204-01,12.92,133.0,198.0,78.0,625.566
2007,204-02,12.03,40.0,59.0,24.0,177.62
2007,204-03,8.26,12.0,21.0,9.0,36.179
2007,204-04,8.53,8.0,14.0,3.0,24.908
2007,204-05,11.47,16.0,24.0,9.0,66.985
2007,205-01,1.35,842.0,1344.0,451.0,414.896
2007,2050-01,0.03,38.0,68.0,13.0,0.416
2007,206-01,1.1,26.0,59.0,10.0,10.439
2007,2075-01,0.14,26.0,44.0,9.0,1.329
2007,208-00,5.01,100.0,165.0,52.0,182.865
2007,208-01,11.21,78.0,129.0,41.0,317.59
2007,208-05,3.87,62.0,165.0,7.0,87.578
2007,208-06,26.84,33.0,89.0,4.0,323.288
2007,209-01,6.48,29.0,48.0,16.0,68.591
2007,209-02,5.95,98.0,162.0,51.0,212.832
2007,210-01,6.05,34.0,57.0,19.0,75.081
2007,211-01,7.5,34.0,51.0,20.0,93.075
2007,212-01,8.45,17.0,25.0,10.0,52.432
2007,2120-01,0.15,44.0,73.0,22.0,2.409
2007,214-01,1.87,50.0,88.0,22.0,34.128
2007,214-02,14.27,35.0,62.0,15.0,182.299
2007,2140-01,0.73,33.0,54.0,16.0,8.793
2007,215-01,4.61,253.0,323.0,168.0,425.71
2007,215-02,1.29,164.0,210.0,109.0,77.219
2007,2160-01,2.41,44.0,73.0,22.0,38.705
2007,218-01,1.95,247.0,402.0,130.0,175.802
2007,218-02,4.3,157.0,317.0,35.0,246.412
2007,219-01,4.04,42.0,83.0,9.0,61.933
2007,22-01,1.53,4157.0,4675.0,3582.0,2321.477
2007,22-02,0.91,1254.0,1408.0,1079.0,416.516
2007,221-01,4.17,30.0,80.0,5.0,45.662
2007,222-01,1.2,26.0,68.0,5.0,11.388
2007,222-02,9.02,12.0,28.0,1.0,39.508
2007,238-01,2.23,176.0,208.0,158.0,143.255
2007,239-01,2.97,176.0,208.0,158.0,190.793
2007,240-01,0.4,3203.0,3704.0,2847.0,467.638
2007,240-02,6.53,839.0,970.0,745.0,1998.59
2007,242-01,4.41,34.0,43.0,22.0,54.728
2007,2420-01,1.03,187.0,224.0,150.0,70.303
2007,243-01,6.43,19.0,24.0,12.0,44.592
2007,2433-01,4.48,62.0,105.0,34.0,101.382
2007,2440-01,0.13,71.0,85.0,57.0,3.369
2007,245-01,3.59,32.0,41.0,21.0,41.931
2007,246-01,5.2,51.0,86.0,25.0,96.798
2007,247-01,10.55,33.0,54.0,24.0,127.075
2007,2470-01,0.37,32.0,46.0,27.0,4.322
2007,248-01,3.46,9.0,25.0,9.0,11.366
2007,2480-01,0.35,26.0,44.0,9.0,3.322
2007,249-01,5.34,131.0,284.0,30.0,256.193
2007,25-01,4.94,390.0,494.0,281.0,703.209
2007,25-02,10.89,223.0,282.0,159.0,886.392
2007,250-01,12.1,42.0,72.0,24.0,185.493
2007,251-01,6.36,42.0,55.0,32.0,97.499
2007,251-02,4.29,44.0,57.0,33.0,68.897
2007,252-02,3.54,72.0,93.0,54.0,93.031
2007,252-03,8.99,61.0,78.0,46.0,200.162
2007,252-04,7.24,51.0,66.0,39.0,134.773
2007,252-05,8.65,33.0,42.0,25.0,104.189
2007,252-06,9.87,85.0,111.0,65.0,306.217
2007,2520-01,0.24,16.0,27.0,4.0,1.402
2007,253-01,8.23,261.0,338.0,196.0,784.031
2007,253-02,9.31,136.0,176.0,102.0,460.667
2007,2530-01,0.52,16.0,27.0,4.0,3.037
2007,2540-01,1.93,23.0,36.0,8.0,16.202
2007,255-01,10.89,161.0,208.0,121.0,639.951
2007,2560-01,0.9,16.0,27.0,4.0,5.256
2007,2570-01,0.33,23.0,36.0,8.0,2.77
2007,26-01,8.98,564.0,801.0,378.0,1848.623
2007,26-02,13.93,351.0,507.0,236.0,1784.642
2007,26-03,14.09,150.0,218.0,74.0,771.428
2007,26-04,11.76,136.0,199.0,67.0,583.766
2007,26-05,3.16,106.0,154.0,53.0,122.26
2007,26-06,10.74,71.0,104.0,35.0,278.327
2007,26-07,14.44,105.0,207.0,38.0,553.413
2007,26-08,5.68,84.0,166.0,30.0,174.149
2007,26-09,6.52,51.0,101.0,19.0,121.687
2007,26-11,38.37,15.0,39.0,2.0,210.076
2007,261-01,0.71,1804.0,2214.0,1548.0,467.507
2007,261-02,13.75,750.0,971.0,564.0,3764.063
2007,261-03,3.27,143.0,200.0,105.0,170.678
2007,261-04,7.72,72.0,147.0,18.0,202.882
2007,2615-01,0.4,26.0,44.0,9.0,3.796
2007,262-01,5.62,345.0,460.0,241.0,707.699
2007,2625-01,0.75,26.0,44.0,9.0,7.118
2007,264-01,11.48,63.0,89.0,39.0,263.983
2007,264-02,9.7,26.0,39.0,14.0,92.053
2007,264-03,6.65,325.0,420.0,245.0,788.856
2007,2645-01,0.95,30.0,54.0,11.0,10.403
2007,2655-01,0.85,38.0,68.0,13.0,11.79
2007,266-01,4.28,80.0,104.0,60.0,124.976
2007,267-01,2.44,25.0,33.0,23.0,22.265
2007,2675-01,1.35,32.0,57.0,11.0,15.768
2007,268-01,8.75,63.0,93.0,37.0,201.206
2007,268-02,12.5,27.0,39.0,14.0,123.188
2007,268-03,8.91,23.0,34.0,12.0,74.799
2007,2699-01,1.8,16.0,27.0,4.0,10.512
2007,2701-01,0.06,13.0,17.0,8.0,0.285
2007,271-01,10.11,150.0,194.0,112.0,553.523
2007,271-02,2.4,81.0,98.0,78.0,70.956
2007,2715-01,0.62,317.0,378.0,255.0,71.737
2007,272-01,8.65,99.0,121.0,90.0,312.568
2007,2725-01,1.39,200.0,250.0,152.0,101.55
2007,273-01,5.32,60.0,73.0,56.0,116.508
2007,2735-01,0.48,32.0,57.0,11.0,5.606
2007,275-01,11.87,158.0,194.0,145.0,685.988
2007,275-02,13.01,36.0,47.0,27.0,169.123
2007,275-04,2.4,187.0,242.0,140.0,163.812
2007,2755-01,0.62,23.0,36.0,8.0,5.205
2007,2765-01,0.05,26.0,44.0,9.0,0.475
2007,2775-01,0.53,38.0,68.0,13.0,7.351
2007,2784-01,2.16,23.0,36.0,8.0,18.133
2007,281-01,5.5,30.0,54.0,11.0,60.225
2007,282-01,3.12,31.0,39.0,33.0,35.303
2007,2820-01,0.59,50.0,89.0,16.0,10.768
2007,284-01,10.59,72.0,94.0,55.0,278.305
2007,2840-01,1.07,16.0,27.0,4.0,6.249
2007,286-01,9.37,73.0,95.0,55.0,249.664
2007,286-02,10.15,53.0,69.0,41.0,196.352
2007,2860-01,1.48,16.0,27.0,4.0,8.643
2007,288-01,6.91,54.0,69.0,41.0,136.196
2007,2880-01,0.27,23.0,36.0,8.0,2.267
2007,2930-01,1.57,16.0,20.0,12.0,9.169
2007,2933-01,0.15,26.0,44.0,9.0,1.424
2007,30-01,8.07,1222.0,1751.0,817.0,3599.462
2007,30-02,8.89,1174.0,1622.0,826.0,3809.454
2007,30-03,1.44,1123.0,1594.0,762.0,590.249
2007,30-04,11.71,772.0,1097.0,525.0,3299.644
2007,30-05,0.56,860.0,1221.0,585.0,175.784
2007,30-06,12.47,315.0,449.0,215.0,1434.705
2007,30-07,8.53,221.0,313.0,150.0,688.072
2007,30-08,4.34,153.0,219.0,103.0,242.367
2007,302-01,7.58,81.0,93.0,65.0,224.103
2007,3020-01,0.83,35.0,50.0,17.0,10.603
2007,303-01,2.17,22.0,30.0,17.0,17.425
2007,304-01,13.2,159.0,184.0,127.0,767.42
2007,3040-01,1.04,28.0,38.0,15.0,10.629
2007,305-01,9.57,310.0,358.0,250.0,1082.846
2007,305-02,12.65,94.0,108.0,76.0,433.456
2007,305-03,6.6,84.0,96.0,67.0,202.356
2007,3059-01,0.28,22.0,25.0,17.0,2.248
2007,3060-01,0.48,16.0,22.0,6.0,2.803
2007,308-01,10.84,77.0,89.0,62.0,304.658
2007,309-01,1.86,14.0,19.0,10.0,9.505
2007,3091-01,0.36,24.0,32.0,11.0,3.154
2007,31-01,9.53,437.0,619.0,287.0,1520.083
2007,31-02,1.05,441.0,700.0,250.0,169.013
2007,31-03,4.09,505.0,802.0,287.0,753.889
2007,310-01,5.25,215.0,250.0,172.0,411.994
2007,311-01,4.9,83.0,95.0,67.0,148.446
2007,3115-01,0.51,24.0,32.0,11.0,4.468
2007,312-01,5.31,50.0,56.0,39.0,96.908
2007,3130-01,0.07,24.0,32.0,11.0,0.613
2007,3136-01,0.48,16.0,22.0,6.0,2.803
2007,314-01,9.43,61.0,75.0,53.0,211.477
2007,314-02,0.34,980.0,1204.0,802.0,121.618
2007,3145-01,0.13,16.0,22.0,6.0,0.759
2007,316-01,0.61,135.0,166.0,109.0,30.058
2007,3160-01,0.23,16.0,22.0,6.0,1.343
2007,3175-01,0.31,24.0,32.0,11.0,2.716
2007,32-01,12.81,491.0,762.0,310.0,2295.744
2007,32-02,11.61,290.0,449.0,183.0,1228.919
2007,32-03,7.62,240.0,373.0,151.0,667.512
2007,32-04,14.18,197.0,306.0,125.0,1019.613
2007,32-11,4.61,193.0,299.0,122.0,324.751
2007,321-01,2.7,111.0,151.0,91.0,109.391
2007,322-01,2.69,6.0,12.0,5.0,5.891
2007,3220-01,0.29,16.0,22.0,6.0,1.694
2007,324-01,7.76,16.0,25.0,8.0,45.318
2007,3240-01,0.04,16.0,22.0,6.0,0.234
2007,325-01,10.37,57.0,88.0,35.0,215.748
2007,326-01,3.31,16.0,20.0,8.0,19.33
2007,3260-01,0.58,16.0,22.0,6.0,3.387
2007,327-01,11.03,32.0,60.0,12.0,128.83
2007,3270-01,1.01,14.0,20.0,5.0,5.161
2007,3275-01,0.85,16.0,22.0,6.0,4.964
2007,328-01,2.39,8.0,17.0,5.0,6.979
2007,329-01,8.1,58.0,90.0,37.0,171.477
2007,33-01,12.83,294.0,334.0,254.0,1377.674
2007,33-02,8.72,248.0,278.0,206.0,789.334
2007,33-03,1.68,1494.0,1673.0,1239.0,916.121
2007,33-04,3.0,1203.0,1347.0,998.0,1317.285
2007,3304-01,0.28,16.0,22.0,6.0,1.635
2007,3307-01,0.16,16.0,22.0,6.0,0.934
2007,3312-01,1.13,16.0,22.0,6.0,6.599
2007,3315-01,0.2,16.0,22.0,6.0,1.168
2007,3320-01,0.1,16.0,22.0,6.0,0.584
2007,3321-01,0.19,16.0,22.0,6.0,1.11
2007,333-01,2.11,22.0,31.0,12.0,16.943
2007,3330-01,0.43,16.0,22.0,6.0,2.511
2007,3335-01,0.53,14.0,20.0,5.0,2.708
2007,3339-01,0.49,24.0,32.0,11.0,4.292
2007,334-01,0.72,354.0,650.0,159.0,93.031
2007,3342-01,1.04,24.0,32.0,11.0,9.11
2007,3346-01,0.18,16.0,22.0,6.0,1.051
2007,3357-01,0.45,24.0,32.0,11.0,3.942
2007,336-01,7.97,6.0,17.0,1.0,17.454
2007,3361-01,0.99,14.0,20.0,5.0,5.059
2007,3365-01,0.65,99.0,120.0,81.0,23.488
2007,337-01,0.64,25.0,42.0,16.0,5.84
2007,34-01,1.27,8041.0,9768.0,6442.0,3727.406
2007,34-02,8.9,1950.0,2189.0,1688.0,6334.575
2007,34-03,1.52,1908.0,2179.0,1664.0,1058.558
2007,34-05,11.97,1197.0,1444.0,959.0,5227.804
2007,340-01,10.83,135.0,195.0,95.0,535.488
2007,3405-01,0.41,35.0,50.0,17.0,5.238
2007,341-01,7.68,207.0,294.0,141.0,579.562
2007,3425-01,0.32,24.0,32.0,6.0,2.803
2007,343-01,0.3,1747.0,2014.0,1560.0,191.297
2007,343-02,1.51,900.0,1037.0,803.0,496.035
2007,343-03,0.25,456.0,536.0,410.0,41.61
2007,3435-01,0.8,57.0,78.0,25.0,16.644
2007,344-01,7.74,90.0,126.0,63.0,254.259
2007,3445-01,1.59,346.0,501.0,211.0,200.801
2007,345-01,2.63,33.0,53.0,16.0,31.678
2007,3450-01,0.35,191.0,276.0,115.0,24.4
2007,3455-01,0.81,35.0,50.0,17.0,10.348
2007,3465-01,2.3,24.0,32.0,11.0,20.148
2007,3475-01,0.4,24.0,32.0,11.0,3.504
2007,3485-01,0.23,24.0,32.0,11.0,2.015
2007,3495-01,0.54,24.0,32.0,11.0,4.73
2007,35-01,8.51,2942.0,4367.0,1783.0,9138.293
2007,35-02,7.8,2458.0,3365.0,1470.0,6997.926
2007,35-03,8.47,1199.0,1642.0,717.0,3706.768
2007,35-04,8.82,873.0,1194.0,522.0,2810.449
2007,35-05,4.84,821.0,1320.0,464.0,1450.379
2007,35-06,4.34,776.0,1246.0,439.0,1229.262
2007,35-07,11.46,354.0,564.0,205.0,1480.747
2007,35-08,8.83,561.0,1013.0,248.0,1808.075
2007,35-09,5.48,460.0,905.0,167.0,920.092
2007,35-11,11.74,55.0,141.0,8.0,234.819
2007,35-12,24.9,39.0,102.0,5.0,354.452
2007,35-13,24.9,31.0,83.0,3.0,281.744
2007,35-14,27.6,27.0,71.0,3.0,271.998
2007,35-15,18.57,25.0,67.0,3.0,169.451
2007,35-16,27.19,27.0,72.0,3.0,267.957
2007,35-17,22.19,42.0,96.0,12.0,340.173
2007,35-18,11.22,95.0,161.0,60.0,389.054
2007,350-01,12.08,87.0,140.0,49.0,383.6
2007,351-01,9.32,238.0,380.0,132.0,809.628
2007,3520-01,1.19,57.0,78.0,25.0,24.758
2007,3530-01,0.54,24.0,32.0,11.0,4.73
2007,354-01,8.96,361.0,481.0,255.0,1180.614
2007,354-02,5.93,158.0,227.0,116.0,341.983
2007,3540-01,0.23,42.0,59.0,19.0,3.526
2007,3542-01,0.53,24.0,32.0,11.0,4.643
2007,355-01,8.2,175.0,279.0,101.0,523.775
2007,3550-01,1.27,16.0,22.0,6.0,7.417
2007,3556-01,0.47,28.0,38.0,15.0,4.803
2007,356-01,8.96,18.0,37.0,7.0,58.867
2007,3560-01,0.59,35.0,50.0,17.0,7.537
2007,3570-01,0.67,35.0,50.0,17.0,8.559
2007,358-01,6.29,61.0,88.0,39.0,140.047
2007,358-02,7.52,85.0,122.0,56.0,233.308
2007,3580-01,0.92,35.0,50.0,17.0,11.753
2007,359-01,4.46,97.0,139.0,62.0,157.906
2007,3590-01,0.34,22.0,28.0,11.0,2.73
2007,36-01,9.29,700.0,1110.0,389.0,2373.595
2007,36-02,9.43,373.0,591.0,208.0,1283.847
2007,36-03,8.41,263.0,462.0,108.0,807.318
2007,36-04,7.23,437.0,768.0,180.0,1153.221
2007,36-06,10.69,763.0,1305.0,310.0,2977.112
2007,36-07,5.1,743.0,1340.0,307.0,1383.095
2007,36-08,2.24,909.0,1579.0,304.0,743.198
2007,36-11,7.99,1516.0,2286.0,818.0,4421.187
2007,36-12,7.19,1737.0,2558.0,1103.0,4558.496
2007,360-01,1.78,170.0,276.0,91.0,110.449
2007,360-02,12.5,174.0,282.0,92.0,793.875
2007,360-03,12.42,194.0,316.0,105.0,879.46
2007,361-01,8.97,229.0,411.0,91.0,750.163
2007,3612-01,0.1,16.0,22.0,6.0,0.584
2007,3616-01,0.11,16.0,22.0,6.0,0.642
2007,362-01,1.55,274.0,491.0,109.0,155.016
2007,363-01,0.51,187.0,338.0,75.0,34.81
2007,3630-01,6.05,16.0,22.0,6.0,35.332
2007,364-01,2.05,204.0,338.0,149.0,152.643
2007,365-01,15.81,294.0,606.0,73.0,1696.571
2007,366-01,2.35,136.0,155.0,234.0,116.654
2007,3660-01,0.15,42.0,59.0,19.0,2.3
2007,3669-01,0.87,24.0,44.0,14.0,7.621
2007,37-01,12.23,728.0,1057.0,446.0,3249.756
2007,37-02,1.07,1201.0,1745.0,737.0,469.051
2007,37-03,13.36,798.0,1192.0,494.0,3892.667
2007,37-04,9.73,526.0,904.0,266.0,1866.913
2007,3710-01,1.02,42.0,59.0,19.0,15.637
2007,3720-01,0.52,28.0,38.0,15.0,5.314
2007,3730-01,1.49,24.0,32.0,11.0,13.052
2007,374-01,7.54,198.0,232.0,152.0,544.916
2007,3740-01,1.6,24.0,32.0,11.0,14.016
2007,3741-01,0.5,16.0,22.0,6.0,2.92
2007,3747-01,1.5,16.0,22.0,6.0,8.76
2007,375-01,2.62,35.0,46.0,27.0,33.471
2007,3753-01,0.22,57.0,78.0,25.0,4.577
2007,376-01,0.79,3212.0,3911.0,2563.0,926.18
2007,376-02,1.75,893.0,1100.0,734.0,570.229
2007,3760-01,0.53,24.0,32.0,11.0,4.643
2007,3765-01,2.19,16.0,22.0,6.0,12.79
2007,3767-01,0.1,24.0,32.0,11.0,0.876
2007,377-01,0.24,1253.0,1540.0,1029.0,109.763
2007,377-02,1.05,417.0,515.0,343.0,159.815
2007,3770-01,0.55,16.0,22.0,6.0,3.212
2007,3771-01,0.55,16.0,22.0,6.0,3.212
2007,3774-01,0.32,57.0,78.0,25.0,6.658
2007,379-01,1.05,1234.0,1519.0,1013.0,472.931
2007,3790-01,0.61,24.0,32.0,11.0,5.344
2007,38-01,11.6,570.0,680.0,451.0,2413.38
2007,38-02,4.01,1497.0,1759.0,1195.0,2191.084
2007,38-03,3.54,1435.0,1714.0,1140.0,1854.164
2007,3814-01,0.16,24.0,32.0,11.0,1.402
2007,3834-01,0.74,35.0,50.0,17.0,9.454
2007,3874-01,0.15,16.0,22.0,6.0,0.876
2007,39-01,15.67,1315.0,1542.0,1061.0,7521.208
2007,3915-01,1.6,16.0,22.0,6.0,9.344
2007,3937-01,0.23,42.0,59.0,19.0,3.526
2007,3939-01,0.2,64.0,59.0,67.0,4.672
2007,3973-01,0.2,16.0,22.0,6.0,1.168
2007,40-00,1.66,25722.0,24682.0,25768.0,15585.223
2007,40-01,1.83,46606.0,45417.0,46673.0,31130.646
2007,40-02,1.66,52396.0,51021.0,52219.0,31746.955
2007,40-03,2.01,39027.0,38640.0,38507.0,28632.005
2007,40-04,1.09,33192.0,32974.0,32676.0,13205.437
2007,40-06,1.11,23288.0,23555.0,22522.0,9435.049
2007,405-01,1.3,1850.0,1790.0,1844.0,877.825
2007,407-01,4.3,346.0,158.0,541.0,543.047
2007,408-01,13.68,267.0,332.0,202.0,1333.184
2007,41-01,1.86,19649.0,18830.0,20315.0,13339.706
2007,41-02,1.86,23418.0,23724.0,22547.0,15898.48
2007,41-03,2.79,25691.0,24939.0,25455.0,26162.43
2007,41-04,1.76,34356.0,33351.0,34040.0,22070.294
2007,41-11,2.05,55035.0,58165.0,47545.0,41179.975
2007,41-12,3.78,37024.0,38122.0,35024.0,51081.626
2007,41-13,2.6,27667.0,29341.0,25293.0,26255.983
2007,41-14,2.74,20884.0,22877.0,18530.0,20886.588
2007,41-15,13.29,11773.0,13038.0,10492.0,57108.882
2007,41-16,11.62,11261.0,12444.0,9920.0,47761.279
2007,41-17,4.56,10787.0,11997.0,9836.0,17953.883
2007,41-18,1.47,12205.0,13865.0,10374.0,6548.593
2007,41-19,0.4,7732.0,8786.0,6681.0,1128.872
2007,41-20,1.03,7349.0,8178.0,6703.0,2762.857
2007,41-21,3.28,8250.0,9175.0,7522.0,9876.539
2007,41-22,1.88,5733.0,6836.0,4736.0,3933.985
2007,410-02,5.51,1239.0,1412.0,1067.0,2491.056
2007,411-02,0.18,7805.0,7257.0,8669.0,512.789
2007,411-03,0.4,15773.0,15625.0,15684.0,2302.858
2007,411-04,1.03,7489.0,7355.0,7441.0,2815.49
2007,411-05,0.2,955.0,944.0,955.0,69.715
2007,412-00,0.5,5356.0,5370.0,5029.0,977.47
2007,412-01,1.92,9526.0,9542.0,9180.0,6675.733
2007,412-02,0.82,2302.0,2413.0,2142.0,688.989
2007,413-01,3.0,13853.0,14686.0,12742.0,15169.035
2007,413-02,1.48,29440.0,29677.0,28408.0,15903.488
2007,413-03,2.95,18124.0,18269.0,17489.0,19515.291
2007,414-01,0.96,7480.0,7541.0,7354.0,2620.992
2007,415-02,0.29,4102.0,4153.0,3968.0,434.197
2007,415-04,4.05,5270.0,5331.0,5097.0,7790.396
2007,415-05,0.91,2694.0,2607.0,2689.0,894.812
2007,4150-01,2.17,18.0,27.0,6.0,14.257
2007,416-01,0.82,359.0,358.0,355.0,107.449
2007,417-01,8.4,350.0,158.0,560.0,1073.1
2007,417-02,17.72,272.0,343.0,215.0,1761.986
2007,418-01,1.7,41381.0,41706.0,40681.0,25676.911
2007,419-01,2.4,21162.0,21065.0,21005.0,18537.912
2007,419-02,2.1,30847.0,30684.0,30616.0,23644.226
2007,42-01,9.37,520.0,617.0,427.0,1776.831
2007,42-02,13.31,104.0,172.0,46.0,505.248
2007,420-01,11.32,311.0,348.0,277.0,1284.406
2007,421-01,1.49,1243.0,1395.0,1108.0,676.006
2007,421-02,0.78,1078.0,1166.0,946.0,306.907
2007,4225-01,0.17,12.0,21.0,5.0,0.745
2007,423-01,1.66,1551.0,1496.0,1593.0,939.751
2007,424-01,1.79,712.0,710.0,698.0,465.185
2007,424-02,0.66,14565.0,15763.0,12765.0,3508.709
2007,425-01,11.96,158.0,179.0,136.0,689.733
2007,425-02,14.76,324.0,369.0,275.0,1745.036
2007,4250-01,3.19,12.0,21.0,5.0,13.972
2007,426-01,2.35,372.0,437.0,309.0,319.083
2007,426-02,4.75,12.0,22.0,4.0,20.805
2007,427-02,0.57,2164.0,2396.0,1902.0,450.22
2007,427-03,1.16,1611.0,1885.0,1361.0,681.981
2007,427-04,7.14,109.0,153.0,74.0,283.912
2007,427-05,14.49,55.0,112.0,13.0,290.887
2007,427-06,8.16,37.0,68.0,13.0,110.201
2007,427-11,15.33,47.0,99.0,9.0,262.986
2007,427-12,12.61,54.0,111.0,13.0,248.543
2007,427-13,5.32,80.0,165.0,17.0,155.344
2007,428-01,21.0,11.0,23.0,2.0,84.315
2007,429-01,2.11,1686.0,1717.0,1613.0,1298.473
2007,429-02,4.32,2821.0,2915.0,2705.0,4448.153
2007,43-01,13.3,2970.0,3350.0,2569.0,14417.865
2007,43-02,0.28,4922.0,5109.0,4534.0,503.028
2007,43-03,0.46,5158.0,5356.0,4753.0,866.028
2007,4305-01,1.7,16.0,23.0,8.0,9.928
2007,4307-01,0.87,16.0,23.0,8.0,5.081
2007,431-01,9.36,383.0,485.0,279.0,1308.481
2007,431-02,3.45,5242.0,5681.0,4790.0,6600.364
2007,4315-01,0.29,62.0,85.0,37.0,6.563
2007,432-01,0.86,7023.0,7402.0,6493.0,2204.52
2007,4324-01,0.13,18.0,27.0,6.0,0.854
2007,4325-01,0.13,18.0,27.0,6.0,0.854
2007,4326-01,0.32,26.0,44.0,9.0,3.037
2007,4335-01,1.02,18.0,27.0,6.0,6.701
2007,4336-01,0.51,26.0,44.0,9.0,4.84
2007,434-01,4.0,59.0,27.0,91.0,86.14
2007,4345-01,1.17,26.0,44.0,9.0,11.103
2007,435-01,10.56,266.0,421.0,148.0,1025.27
2007,435-02,12.21,266.0,421.0,148.0,1185.469
2007,4355-01,0.73,12.0,21.0,5.0,3.197
2007,4364-01,0.1,14.0,25.0,5.0,0.511
2007,4365-01,0.19,12.0,21.0,5.0,0.832
2007,44-01,0.62,3657.0,4238.0,3163.0,827.579
2007,44-02,2.94,879.0,1021.0,760.0,943.255
2007,44-03,4.62,468.0,539.0,404.0,789.188
2007,443-01,3.31,76.0,105.0,45.0,91.819
2007,45-00,1.87,1999.0,2237.0,1750.0,1364.417
2007,45-01,5.8500000000000005,2922.0,2792.0,2964.0,6239.2
2007,45-02,1.72,1307.0,1329.0,1242.0,820.812
2007,45-03,4.33,1155.0,1104.0,1163.0,1825.073
2007,45-04,1.36,2681.0,2741.0,2536.0,1331.053
2007,45-05,6.68,184.0,179.0,191.0,448.629
2007,45-06,9.02,184.0,179.0,191.0,605.783
2007,4510-01,0.35,12.0,21.0,5.0,1.533
2007,4520-01,0.32,12.0,21.0,5.0,1.402
2007,453-01,0.6,4000.0,4032.0,3860.0,875.89
2007,4530-01,1.21,12.0,21.0,5.0,5.3
2007,454-01,0.3,5216.0,5258.0,5033.0,571.152
2007,4540-01,4.1,290.0,330.0,249.0,433.985
2007,4550-01,0.41,18.0,27.0,6.0,2.694
2007,4560-01,1.94,72.0,82.0,63.0,50.983
2007,4570-01,0.22,72.0,82.0,63.0,5.782
2007,458-01,2.47,485.0,607.0,376.0,437.252
2007,4580-01,0.3,18.0,27.0,6.0,1.971
2007,46-01,1.55,9199.0,9292.0,8957.0,5204.334
2007,46-02,0.71,10466.0,10571.0,10189.0,2712.264
2007,460-01,11.16,66.0,93.0,45.0,270.268
2007,461-01,10.76,173.0,243.0,116.0,681.236
2007,4619-01,0.17,12.0,21.0,5.0,0.745
2007,4644-01,0.15,12.0,21.0,5.0,0.657
2007,4650-01,0.2,9.0,18.0,4.0,0.657
2007,47-01,3.71,738.0,1122.0,416.0,999.363
2007,47-02,11.5,558.0,838.0,449.0,2342.205
2007,47-03,9.71,232.0,447.0,74.0,822.243
2007,47-04,9.54,222.0,429.0,70.0,773.026
2007,47-11,13.71,226.0,434.0,72.0,1130.938
2007,47-12,12.42,548.0,754.0,357.0,2484.248
2007,470-01,2.19,18762.0,18847.0,18569.0,14997.613
2007,470-02,2.47,12370.0,12426.0,12242.0,11152.174
2007,4730-01,0.02,18.0,27.0,6.0,0.131
2007,48-01,10.55,187.0,319.0,74.0,720.09
2007,48-02,6.56,131.0,225.0,53.0,313.666
2007,48-11,4.92,118.0,203.0,48.0,211.904
2007,4824-01,1.33,24.0,42.0,8.0,11.651
2007,4827-01,0.7,15.0,27.0,5.0,3.833
2007,49-01,1.2,49042.0,51706.0,45356.0,21480.615
2007,49-02,1.81,80612.0,82415.0,76809.0,53256.318
2007,49-03,2.59,49794.0,53520.0,44895.0,47072.758
2007,49-04,2.2,41707.0,41408.0,40779.0,33490.721
2007,49-05,1.71,35862.0,35604.0,35061.0,22383.099
2007,49-06,1.76,14294.0,15362.0,12885.0,9182.466
2007,50-01,9.24,1183.0,1584.0,844.0,3989.786
2007,50-02,7.6,541.0,798.0,349.0,1500.734
2007,50-03,9.6,541.0,798.0,349.0,1895.664
